seq	devision	phylum	class	order	family	genus
seq_09053	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_09054	NA	NA	NA	NA	NA	NA
seq_09057	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09059	Bacteria	NA	NA	NA	NA	NA
seq_09060	Bacteria	NA	NA	NA	NA	NA
seq_09065	Bacteria	NA	NA	NA	NA	NA
seq_09066	NA	NA	NA	NA	NA	NA
seq_09068	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09069	Bacteria	NA	NA	NA	NA	NA
seq_09070	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09071	Bacteria	NA	NA	NA	NA	NA
seq_09075	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	NA
seq_09077	Bacteria	NA	NA	NA	NA	NA
seq_09078	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09087	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_09088	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	NA
seq_09090	NA	NA	NA	NA	NA	NA
seq_09093	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Aestuariicella
seq_09094	NA	NA	NA	NA	NA	NA
seq_09098	Bacteria	NA	NA	NA	NA	NA
seq_09100	NA	NA	NA	NA	NA	NA
seq_09101	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_09104	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_09106	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09108	NA	NA	NA	NA	NA	NA
seq_09109	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09110	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA
seq_09111	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Lichenicoccus
seq_09113	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_09117	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_09119	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09121	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Lawsonellaceae	Lawsonella
seq_09124	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_09125	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium
seq_09126	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	NA
seq_09127	NA	NA	NA	NA	NA	NA
seq_09128	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09129	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_09134	NA	NA	NA	NA	NA	NA
seq_09135	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09136	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_09137	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09139	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_09140	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_09141	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_09142	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	NA
seq_09144	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09147	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09148	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_09150	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09152	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	NA	NA
seq_09155	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_09157	Bacteria	NA	NA	NA	NA	NA
seq_09160	Bacteria	Bacillota	Bacilli	Caryophanales	Thermoactinomycetaceae	Kroppenstedtia
seq_09162	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_09164	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_09167	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_09171	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_09172	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_09174	Bacteria	Cyanobacteriota	Chloroplast	Chloroplast_incertae_sedis	Chloroplast	NA
seq_09179	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_09180	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_09183	Bacteria	NA	NA	NA	NA	NA
seq_09184	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_09186	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_09191	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_09193	Bacteria	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Altericista
seq_09194	Bacteria	Acidobacteriota	Acidobacteria_Gp22	Acidobacteria_Gp22_incertae_sedis	Acidobacteria_Gp22_incertae_sedis	Gp22
seq_09198	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09199	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_09204	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_09206	Bacteria	NA	NA	NA	NA	NA
seq_09207	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09208	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_09209	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09210	NA	NA	NA	NA	NA	NA
seq_09213	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_09216	Bacteria	NA	NA	NA	NA	NA
seq_09217	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_09218	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	NA
seq_09220	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09227	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09230	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09234	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_09236	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
seq_09238	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	NA
seq_09239	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_09240	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
seq_09241	Bacteria	Chloroflexota	NA	NA	NA	NA
seq_09242	Bacteria	Bacillota	NA	NA	NA	NA
seq_09245	Bacteria	NA	NA	NA	NA	NA
seq_09248	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA
seq_09251	Bacteria	NA	NA	NA	NA	NA
seq_09252	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09254	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_09256	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09258	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09260	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
seq_09261	Bacteria	NA	NA	NA	NA	NA
seq_09266	Bacteria	NA	NA	NA	NA	NA
seq_09270	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_09273	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Endobacterium
seq_09274	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09275	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_09276	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_09278	NA	NA	NA	NA	NA	NA
seq_09281	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_09285	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_09287	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	NA
seq_09288	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09291	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	NA
seq_09294	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_09299	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA
seq_09302	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_09305	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_09308	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_09309	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09318	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_09322	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	NA
seq_09323	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_09326	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09327	Bacteria	NA	NA	NA	NA	NA
seq_09330	NA	NA	NA	NA	NA	NA
seq_09331	Bacteria	NA	NA	NA	NA	NA
seq_09333	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_09339	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_09344	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_09346	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_09347	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_09349	Bacteria	NA	NA	NA	NA	NA
seq_09352	Bacteria	Chloroflexota	NA	NA	NA	NA
seq_09353	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	NA
seq_09356	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_09358	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	NA	NA
seq_09359	Bacteria	Cyanobacteriota	Chloroplast	Chloroplast_incertae_sedis	Chloroplast	NA
seq_09360	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	NA	NA
seq_09366	Bacteria	Bacillota	Bacilli	Caryophanales	Bacillaceae	NA
seq_09367	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09370	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	NA	NA
seq_09373	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_09376	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA
seq_09377	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum
seq_09378	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Cellulosilyticum
seq_09382	NA	NA	NA	NA	NA	NA
seq_09385	Bacteria	NA	NA	NA	NA	NA
seq_09386	Bacteria	NA	NA	NA	NA	NA
seq_09387	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09388	Bacteria	candidate_division	NA	NA	NA	NA
seq_09394	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09395	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_09397	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
seq_09398	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA
seq_09399	Bacteria	Nitrospirota	Thermodesulfovibrionia	Thermodesulfovibrionales	NA	NA
seq_09400	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_09401	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	NA
seq_09405	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_09406	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	NA	NA
seq_09407	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_09409	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_09411	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09412	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09413	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_09415	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
seq_09418	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_09425	Bacteria	NA	NA	NA	NA	NA
seq_09430	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA
seq_09431	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_09432	Bacteria	NA	NA	NA	NA	NA
seq_09434	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09435	NA	NA	NA	NA	NA	NA
seq_09436	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
seq_09437	NA	NA	NA	NA	NA	NA
seq_09445	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	NA
seq_09446	Bacteria	NA	NA	NA	NA	NA
seq_09450	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Iamiaceae	NA
seq_09452	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	NA	NA
seq_09455	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
seq_09456	Bacteria	NA	NA	NA	NA	NA
seq_09459	Bacteria	Pseudomonadota	Deltaproteobacteria	NA	NA	NA
seq_09461	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_09463	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Fulvivirgaceae	NA
seq_09464	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09467	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_09469	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_09470	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_09472	NA	NA	NA	NA	NA	NA
seq_09473	NA	NA	NA	NA	NA	NA
seq_09481	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_09484	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_09488	Bacteria	Cyanobacteriota	Cyanophyceae	Oculatellales	Oculatellaceae	Pegethrix
seq_09492	Bacteria	NA	NA	NA	NA	NA
seq_09498	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_09499	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_09500	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09502	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	NA
seq_09503	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_09511	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09512	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_09514	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09515	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	NA
seq_09518	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_09521	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_09522	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA
seq_09524	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA
seq_09528	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	NA
seq_09530	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	NA
seq_09532	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	NA	NA
seq_09535	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	NA	NA
seq_09538	Bacteria	NA	NA	NA	NA	NA
seq_09539	Bacteria	NA	NA	NA	NA	NA
seq_09540	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	NA	NA
seq_09544	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_09545	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Ilumatobacteraceae	NA
seq_09547	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_09548	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Geminicoccaceae	NA
seq_09551	Bacteria	NA	NA	NA	NA	NA
seq_09552	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA
seq_09555	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	NA	NA
seq_09557	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Vitreimonas
seq_09558	NA	NA	NA	NA	NA	NA
seq_09559	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_09560	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	NA
seq_09562	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_09564	Bacteria	NA	NA	NA	NA	NA
seq_09566	NA	NA	NA	NA	NA	NA
seq_09570	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09572	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_09573	Bacteria	NA	NA	NA	NA	NA
seq_09576	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09577	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	NA
seq_09582	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_09583	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_09585	Bacteria	NA	NA	NA	NA	NA
seq_09586	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_09589	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09591	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09599	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_09601	Bacteria	Bacillota	Bacilli	Caryophanales	Staphylococcaceae	NA
seq_09604	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_09619	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	NA	NA
seq_09622	Bacteria	Chloroflexota	NA	NA	NA	NA
seq_09624	Bacteria	Verrucomicrobiota	Opitutia	NA	NA	NA
seq_09629	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_09630	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09633	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09634	Bacteria	Cyanobacteriota	NA	NA	NA	NA
seq_09637	Bacteria	NA	NA	NA	NA	NA
seq_09639	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA
seq_09641	Bacteria	Bacteroidota	NA	NA	NA	NA
seq_09642	Bacteria	NA	NA	NA	NA	NA
seq_09643	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	NA
seq_09644	NA	NA	NA	NA	NA	NA
seq_09647	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Siccirubricoccus
seq_09648	Bacteria	Bacteroidota	Saprospiria	Saprospirales	Lewinellaceae	NA
seq_09651	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_09652	Bacteria	NA	NA	NA	NA	NA
seq_09654	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_09655	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	NA
seq_09658	Bacteria	Pseudomonadota	Oligoflexia	Silvanigrellales	Silvanigrellaceae	NA
seq_09659	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
seq_09661	Bacteria	NA	NA	NA	NA	NA
seq_09664	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_09665	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_09666	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	NA
seq_09667	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	NA
seq_09671	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
seq_09673	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_09674	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_09676	NA	NA	NA	NA	NA	NA
seq_09677	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	NA
seq_09678	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
seq_09681	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09682	Bacteria	NA	NA	NA	NA	NA
seq_09686	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_09687	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09694	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Myxococcaceae	NA
seq_09698	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
seq_09699	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09701	NA	NA	NA	NA	NA	NA
seq_09702	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	Polyangiaceae	NA
seq_09705	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA
seq_09707	Bacteria	Acidobacteriota	NA	NA	NA	NA
seq_09708	Bacteria	NA	NA	NA	NA	NA
seq_09709	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09712	Bacteria	NA	NA	NA	NA	NA
seq_09713	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	NA
seq_09714	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09715	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
seq_09716	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	NA
seq_09722	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	NA
seq_09723	Bacteria	Armatimonadota	NA	NA	NA	NA
seq_09726	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
seq_09727	Bacteria	NA	NA	NA	NA	NA
seq_09731	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_09732	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_09734	Bacteria	NA	NA	NA	NA	NA
seq_09739	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	NA
seq_09741	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	NA
seq_09746	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA
seq_09748	Bacteria	Actinomycetota	NA	NA	NA	NA
seq_09750	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_09751	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA
seq_09753	Bacteria	NA	NA	NA	NA	NA
seq_09754	NA	NA	NA	NA	NA	NA
seq_09756	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
seq_09759	Bacteria	Pseudomonadota	Deltaproteobacteria	Myxococcales	NA	NA
seq_09760	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09765	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA
seq_09766	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09767	NA	NA	NA	NA	NA	NA
seq_09770	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
seq_09771	Bacteria	Bacillota	Negativicutes	Selenomonadales	Sporomusaceae	NA
seq_09773	Bacteria	Pseudomonadota	Oligoflexia	Oligoflexales	NA	NA
seq_09774	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA
seq_09778	Bacteria	Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	NA
seq_09781	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA
seq_09783	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA
seq_09784	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA
seq_09786	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA
seq_09788	Bacteria	Cyanobacteriota	Cyanophyceae	NA	NA	NA
seq_09791	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Blastochloridaceae	Blastochloris
seq_09792	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09794	Bacteria	NA	NA	NA	NA	NA
seq_09796	NA	NA	NA	NA	NA	NA
seq_09799	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09801	Bacteria	Bacillota	Bacilli	Caryophanales	Paenibacillaceae	Paenibacillus
seq_09803	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA
seq_09804	Bacteria	Bacillota	Bacilli	Caryophanales	Staphylococcaceae	NA
seq_09805	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA
seq_09807	Bacteria	Pseudomonadota	NA	NA	NA	NA
seq_09808	Bacteria	NA	NA	NA	NA	NA
seq_09813	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA
seq_09815	Bacteria	NA	NA	NA	NA	NA
seq_09817	Bacteria	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	NA
seq_09818	Bacteria	NA	NA	NA	NA	NA
seq_09819	NA	NA	NA	NA	NA	NA
